Código,Producto,Precio en Dólares,Precio en Pesos
1661/04007-020,PISTON KIT GARELLI NOI  1.75 TW.,4.9,0.0
1661/04008-020,PISTON KIT GARELLI NOI  2.00 TW.,4.9,0.0
1661/04000-020,PISTON KIT GARELLI NOI  STD PISTON 40 PERNO 12 TW.,4.9,0.0
1661/05001-055,PISTON KIT GARELLI TEAM  0.25 NSU,7.33,0.0
1661/05001-012,PISTON KIT GARELLI TEAM  0.25 REGENT/TOUGH,8.21,0.0
1661/05005-055,PISTON KIT GARELLI TEAM  1.25 NSU,7.33,0.0
1661/05006-055,PISTON KIT GARELLI TEAM  1.50 NSU,7.33,0.0
1661/05007-055,PISTON KIT GARELLI TEAM  1.75 NSU,7.33,0.0
1661/05008-055,PISTON KIT GARELLI TEAM  2.00 NSU,7.33,0.0
1663/00311-022,PISTON KIT GIL.REVOLUTION 0.25 NSU,5.88,0.0
1663/00311-575,PISTON KIT GIL.REVOLUTION 0.25 YAMASIDA/KIM,0.0,21177.04
1663/00312-022,PISTON KIT GIL.REVOLUTION 0.50 NSU,5.88,0.0
1663/00312-575,PISTON KIT GIL.REVOLUTION 0.50 YAMASIDA/KIM,0.0,21177.04
1663/00313-022,PISTON KIT GIL.REVOLUTION 0.75 NSU,5.88,0.0
1663/00313-575,PISTON KIT GIL.REVOLUTION 0.75 YAMASIDA/KIM,0.0,21177.04
1663/00314-022,PISTON KIT GIL.REVOLUTION 1.00 NSU,5.88,0.0
1663/00314-575,PISTON KIT GIL.REVOLUTION 1.00 YAMASIDA/KIM,0.0,21177.04
1663/00310-022,PISTON KIT GIL.REVOLUTION STD P52.5 PERNO 14 NSU,5.88,0.0
1663/00310-575,PISTON KIT GIL.REVOLUTION STD P52.5 PERNO 14 YAMASIDA/KIM,0.0,21177.04
1663/19651-022,PISTON KIT GILERA 150 CADENERA 0.25 YAMASIDA,17.46,0.0
1663/00101-022,PISTON KIT GILERA C110 POTENCIADO 0.25 NSU,8.32,0.0
1663/00102-022,PISTON KIT GILERA C110 POTENCIADO 0.50 NSU,8.32,0.0
1663/00103-022,PISTON KIT GILERA C110 POTENCIADO 0.75 NSU,8.32,0.0
1663/00104-022,PISTON KIT GILERA C110 POTENCIADO 1.00 NSU,8.32,0.0
1663/00100-022,PISTON KIT GILERA C110 POTENCIADO STD P54 PERNO13 NSU,8.32,0.0
1663/00181-138,PISTON KIT GILERA FUT110 CC. 13MM/52.4 MM 0.25 .,3.88,0.0
1663/00181-022,PISTON KIT GILERA FUT110 CC. 13MM/52.4 MM 0.25 YAMASIDA,5.89,0.0
1663/00181-575,PISTON KIT GILERA FUT110 CC. 13MM/52.4 MM 0.25 YAMASIDA/KIM,0.0,21177.04
1663/00182-138,PISTON KIT GILERA FUT110 CC. 13MM/52.4 MM 0.50 .,3.88,0.0
1663/00182-022,PISTON KIT GILERA FUT110 CC. 13MM/52.4 MM 0.50 YAMASIDA,5.89,0.0
1663/00182-575,PISTON KIT GILERA FUT110 CC. 13MM/52.4 MM 0.50 YAMASIDA/KIM,0.0,21177.04
1663/00183-138,PISTON KIT GILERA FUT110 CC. 13MM/52.4 MM 0.75 .,3.88,0.0
1663/00183-022,PISTON KIT GILERA FUT110 CC. 13MM/52.4 MM 0.75 YAMASIDA,5.89,0.0
1663/00183-575,PISTON KIT GILERA FUT110 CC. 13MM/52.4 MM 0.75 YAMASIDA/KIM,0.0,21177.04
1663/00184-138,PISTON KIT GILERA FUT110 CC. 13MM/52.4 MM 1.00 .,3.88,0.0
1663/00184-022,PISTON KIT GILERA FUT110 CC. 13MM/52.4 MM 1.00 YAMASIDA,5.89,0.0
1663/00184-575,PISTON KIT GILERA FUT110 CC. 13MM/52.4 MM 1.00 YAMASIDA/KIM,0.0,21177.04
1663/00185-138,PISTON KIT GILERA FUT110 CC. 13MM/52.4 MM 1.25 .,3.88,0.0
1663/00185-022,PISTON KIT GILERA FUT110 CC. 13MM/52.4 MM 1.25 YAMASIDA,5.89,0.0
1663/00186-138,PISTON KIT GILERA FUT110 CC. 13MM/52.4 MM 1.50 .,3.89,0.0
1663/00186-022,PISTON KIT GILERA FUT110 CC. 13MM/52.4 MM 1.50 YAMASIDA,5.89,0.0
1663/00187-022,PISTON KIT GILERA FUT110 CC. 13MM/52.4 MM 1.75 NSU,5.89,0.0
1663/00188-138,PISTON KIT GILERA FUT110 CC. 13MM/52.4MM 2.00 .,3.89,0.0
1663/00188-022,PISTON KIT GILERA FUT110 CC. 13MM/52.4MM 2.00 NSU,5.89,0.0
1663/00180-138,"PISTON KIT GILERA FUT110CC. STD PISTON 52,40 PER13 .",3.89,0.0
1663/00180-022,"PISTON KIT GILERA FUT110CC. STD PISTON 52,40 PER13 YAMASIDA",5.89,0.0
1663/00180-575,"PISTON KIT GILERA FUT110CC. STD PISTON 52,40 PER13 YAMASIDA/KIM",0.0,21177.04
1663/00191-575,PISTON KIT GILERA SMASH 0.25 YAMASIDA/KIM,0.0,21177.04
1663/00192-575,PISTON KIT GILERA SMASH 0.50 YAMASIDA/KIM,0.0,21177.04
1663/00193-575,PISTON KIT GILERA SMASH 0.75 YAMASIDA/KIM,0.0,21177.04
1663/00194-575,PISTON KIT GILERA SMASH 1.00 YAMASIDA/KIM,0.0,21177.04
1664/00500-071,PISTON KIT GILERA SMASH 110CC.STD 52.4MM IZUMI/IKT,37.89,0.0
1666/00101-022,PISTON KIT GILERA SMASH 125 0.25 TEFLON NSU,13.3,0.0
1666/00102-022,PISTON KIT GILERA SMASH 125 0.50 TEFLON NSU,13.3,0.0
1666/00103-022,PISTON KIT GILERA SMASH 125 0.75 TEFLON NSU,13.3,0.0
1666/00104-022,PISTON KIT GILERA SMASH 125 1.00 TEFLON NSU,13.3,0.0
1666/00100-022,PISTON KIT GILERA SMASH 125 STD TEFLON P54 PERNO14 NSU,13.3,0.0
1663/00190-575,PISTON KIT GILERA SMASH STD PISTON 50 PERNO 13 YAMASIDA/KIM,0.0,21177.04
1663/00381-022,PISTON KIT GILERA VC 200 0.25 NSU,9.87,0.0
1663/00382-022,PISTON KIT GILERA VC 200 0.50 NSU,9.87,0.0
1663/00383-022,PISTON KIT GILERA VC 200 0.75 NSU,9.87,0.0
1663/00384-022,PISTON KIT GILERA VC 200 1.00 NSU,9.87,0.0
1663/00385-022,PISTON KIT GILERA VC 200 1.25 NSU,9.87,0.0
1663/00386-022,PISTON KIT GILERA VC 200 1.50 NSU,9.87,0.0
1663/00380-022,PISTON KIT GILERA VC 200 STD PISTON 65.5 PERNO15 NSU,9.87,0.0
1661/06000-055,PISTON KIT HERO PUCH 50   STD PISTON 38 PERNO 12 NSU,9.94,0.0
1661/06001-055,PISTON KIT HERO PUCH 50  0.25 NSU,9.94,0.0
1661/06002-055,PISTON KIT HERO PUCH 50  0.50 NSU,9.94,0.0
1661/06003-055,PISTON KIT HERO PUCH 50  0.75 NSU,9.94,0.0
1661/06004-547,PISTON KIT HERO PUCH 50  1.00 HIDRO-OESTE,0.0,753.22
1661/06004-055,PISTON KIT HERO PUCH 50  1.00 NSU,9.94,0.0
1661/06005-055,PISTON KIT HERO PUCH 50  1.25 NSU,9.94,0.0
1661/06006-547,PISTON KIT HERO PUCH 50  1.50 HIDRO-OESTE,0.0,753.22
1661/06006-055,PISTON KIT HERO PUCH 50  1.50 NSU,9.94,0.0
1661/06007-055,PISTON KIT HERO PUCH 50  1.75 NSU,9.94,0.0
1661/06008-547,PISTON KIT HERO PUCH 50  2.00 HIDRO-OESTE,0.0,63.1
1661/06008-055,PISTON KIT HERO PUCH 50  2.00 NSU,9.94,0.0
1661/06008-012,PISTON KIT HERO PUCH 50  2.00 REGENT/TOUGH,12.85,0.0
1663/00851-022,PISTON KIT HONDA BIZ 100CC. 0.25 YAMASIDA,6.49,0.0
1663/00852-022,PISTON KIT HONDA BIZ 100CC. 0.50 YAMASIDA,6.5,0.0
1664/00853-071,PISTON KIT HONDA BIZ 100CC. 0.75 50/13MM JPN/IKT/TP,58.37,0.0
1663/00853-022,PISTON KIT HONDA BIZ 100CC. 0.75 YAMASIDA,6.5,0.0
1663/00854-022,PISTON KIT HONDA BIZ 100CC. 1.00 YAMASIDA,6.5,0.0
1663/00855-022,PISTON KIT HONDA BIZ 100CC. 1.25 YAMASIDA,6.5,0.0
1663/00856-022,PISTON KIT HONDA BIZ 100CC. 1.50 YAMASIDA,6.5,0.0
1663/00857-022,PISTON KIT HONDA BIZ 100CC. 1.75 YAMASIDA,6.5,0.0
1663/00858-022,PISTON KIT HONDA BIZ 100CC. 2.00 YAMASIDA,6.5,0.0
1663/00850-022,PISTON KIT HONDA BIZ 100CC. STD PISTON50 PERNO13 YAMASIDA,6.49,0.0
1666/00151-022,PISTON KIT HONDA BIZ 125 0.25 TEFLON NSU,7.35,0.0
1666/00152-022,PISTON KIT HONDA BIZ 125 0.50 TEFLON NSU,7.35,0.0
1666/00153-022,PISTON KIT HONDA BIZ 125 0.75 TEFLON NSU,7.35,0.0
1666/00154-022,PISTON KIT HONDA BIZ 125 1.00 TEFLON NSU,7.35,0.0
1666/00150-022,PISTON KIT HONDA BIZ 125 STD TEFLON DIAM.52.4 P13 NSU,7.35,0.0
1664/01001-071,PISTON KIT HONDA C90 M/VIEJO 0.25 47/15MM JPN/IKT/TP,41.64,0.0
1664/01002-071,PISTON KIT HONDA C90 M/VIEJO 0.50 47/15MM JPN/IKT/TP,41.64,0.0
1664/01004-071,PISTON KIT HONDA C90 M/VIEJO 1.00 47/15MM JPN/IKT/TP,41.64,0.0
1664/01000-071,PISTON KIT HONDA C90 M/VIEJO STD 47/15MM JPN/IKT/TP,41.64,0.0
1664/01011-071,PISTON KIT HONDA C90R 0.25 47/13MM JPN/IKT/TP,31.75,0.0
1664/01013-071,PISTON KIT HONDA C90R 0.75 47/13MM JPN/IKT/TP,31.75,0.0
1664/01014-071,PISTON KIT HONDA C90R 1.00 47/13MM JPN/IKT/TP,48.92,0.0
1663/00941-022,PISTON KIT HONDA CB 190 0.25 NSU,8.88,0.0
1663/00942-022,PISTON KIT HONDA CB 190 0.50 NSU,8.88,0.0
1663/00943-022,PISTON KIT HONDA CB 190 0.75 NSU,8.88,0.0
1663/00944-022,PISTON KIT HONDA CB 190 1.00 NSU,8.88,0.0
1663/00940-022,PISTON KIT HONDA CB 190 STD DIAM.61 PERNO14 NSU,8.88,0.0
1663/00921-022,PISTON KIT HONDA CB1 125 0.25 NSU,7.31,0.0
1663/00922-022,PISTON KIT HONDA CB1 125 0.50 NSU,7.31,0.0
1663/00923-022,PISTON KIT HONDA CB1 125 0.75 NSU,7.31,0.0
1663/00924-022,PISTON KIT HONDA CB1 125 1.00 NSU,7.31,0.0
1663/00920-022,PISTON KIT HONDA CB1 125 STD PISTON52.5 PER12 NSU,7.31,0.0
1663/01101-022,PISTON KIT HONDA CBX 200 0.25 YAMASIDA,8.36,0.0
1663/01102-022,PISTON KIT HONDA CBX 200 0.50 YAMASIDA,8.36,0.0
1663/01103-022,PISTON KIT HONDA CBX 200 0.75 YAMASIDA,8.36,0.0
1663/01104-022,PISTON KIT HONDA CBX 200 1.00 YAMASIDA,8.36,0.0
1663/01105-022,PISTON KIT HONDA CBX 200 1.25 NSU,8.36,0.0
1663/01106-022,PISTON KIT HONDA CBX 200 1.50 NSU,8.36,0.0
1663/01107-022,PISTON KIT HONDA CBX 200 1.75 NSU,8.36,0.0
1663/01108-022,PISTON KIT HONDA CBX 200 2.00 NSU,8.36,0.0
1663/01100-022,PISTON KIT HONDA CBX 200 STD PISTON 63.50 PER15 YAMASIDA,8.36,0.0
1663/04001-022,PISTON KIT HONDA CG 125 2000 KS-ES/TITAN2000 0.25 YAMASIDA,7.41,0.0
1663/04002-022,PISTON KIT HONDA CG 125 2000 KS-ES/TITAN2000 0.50 YAMASIDA,7.41,0.0
1663/04003-022,PISTON KIT HONDA CG 125 2000 KS-ES/TITAN2000 0.75 YAMASIDA,7.41,0.0
1663/04004-022,PISTON KIT HONDA CG 125 2000 KS-ES/TITAN2000 1.00 YAMASIDA,7.41,0.0
1663/03000-609,PISTON KIT HONDA CG 125 STD PISTON 56.5 PERNO15 DS,0.0,314.16
1663/00951-575,PISTON KIT HONDA CG 190 CC 0.25 YAMASIDA/KIM,0.0,61879.69
1663/00952-575,PISTON KIT HONDA CG 190 CC 0.50 YAMASIDA/KIM,0.0,61879.69
1663/00953-575,PISTON KIT HONDA CG 190 CC 0.75 YAMASIDA/KIM,0.0,61879.69
1663/00954-575,PISTON KIT HONDA CG 190 CC 1.00 YAMASIDA/KIM,0.0,61879.69
1663/00950-575,PISTON KIT HONDA CG 190CC STD DIAM64.50 CARA PLANA YAMASIDA/KIM,0.0,61879.69
1663/04000-022,PISTON KIT HONDA CG125 KS-ES/TITAN2000STD P56.5P15 YAMASIDA,7.41,0.0
1664/16101-071,PISTON KIT HONDA CG125 STORM 0.25 IZUMI/IKT,36.86,0.0
1664/16102-071,PISTON KIT HONDA CG125 STORM 0.50 IZUMI/IKT,36.86,0.0
1664/16103-071,PISTON KIT HONDA CG125 STORM 0.75 IZUMI/IKT,36.86,0.0
1664/16104-071,PISTON KIT HONDA CG125 STORM 1.00 IZUMI/IKT,36.86,0.0
1664/16100-071,PISTON KIT HONDA CG125 STORM STD IZUMI/IKT,36.86,0.0
1664/04001-071,"PISTON KIT HONDA CG125 TITAN 2000 0.25 56,50/15MM JPN/IKT/TP",40.25,0.0
1664/04003-071,"PISTON KIT HONDA CG125 TITAN 2000 0.75 56,50/15MM JPN/IKT/TP",40.25,0.0
1664/04004-071,"PISTON KIT HONDA CG125 TITAN 2000 1.00 56,50/15MM JPN/IKT/TP",40.25,0.0
1664/04000-071,"PISTON KIT HONDA CG125 TITAN 2000 STD 56,50/15MM JPN/IKT/TP",40.25,0.0
1664/05001-071,"PISTON KIT HONDA CG125 TODAY 0.25 56,50/15MM JPN/IKT/TP",64.54,0.0
1664/05003-071,"PISTON KIT HONDA CG125 TODAY 0.75 56,50/15MM JPN/IKT/TP",64.54,0.0
1664/05000-071,"PISTON KIT HONDA CG125 TODAY STD 56,50/15MM JPN/IKT/TP",64.54,0.0
1663/06007-020,PISTON KIT HONDA DAX 70 1.75 TW.,8.95,0.0
1663/06008-020,PISTON KIT HONDA DAX 70 2.00 TW.,8.95,0.0
1663/06101-022,PISTON KIT HONDA DAX 70 M/N 0.25 NSU,6.79,0.0
1663/06102-022,PISTON KIT HONDA DAX 70 M/N 0.50 NSU,6.79,0.0
1663/06103-022,PISTON KIT HONDA DAX 70 M/N 0.75 NSU,6.79,0.0
1663/06104-022,PISTON KIT HONDA DAX 70 M/N 1.00 NSU,6.79,0.0
1663/06100-022,PISTON KIT HONDA DAX 70 M/N STD PISTON 47 P13 NSU,6.79,0.0
1661/07005-020,PISTON KIT HONDA DIO  1.25 TW.,9.19,0.0
1661/07006-020,PISTON KIT HONDA DIO  1.50 TW.,9.19,0.0
1661/07007-020,PISTON KIT HONDA DIO  1.75 TW.,9.19,0.0
1661/07008-020,PISTON KIT HONDA DIO  2.00 TW.,9.19,0.0
1663/07001-012,PISTON KIT HONDA ELITE  80  0.25 REGENT/TOUGH,19.23,0.0
1663/07002-012,PISTON KIT HONDA ELITE  80  0.50 REGENT/TOUGH,19.23,0.0
1663/07003-012,PISTON KIT HONDA ELITE  80  0.75 REGENT/TOUGH,19.23,0.0
1663/07004-012,PISTON KIT HONDA ELITE  80  1.00 REGENT/TOUGH,19.23,0.0
1663/07000-012,PISTON KIT HONDA ELITE  80 STD PISTON 49.5 PERNO13 REGENT/TOUGH,19.23,0.0
1661/08000-055,PISTON KIT HONDA ELITE 50   STD PISTON 41 PERNO 10 NSU,9.94,0.0
1661/08000-012,PISTON KIT HONDA ELITE 50   STD PISTON 41 PERNO 10 REGENT/TOUGH,10.71,0.0
1661/08001-055,PISTON KIT HONDA ELITE 50  0.25 NSU,9.94,0.0
1661/08001-012,PISTON KIT HONDA ELITE 50  0.25 REGENT/TOUGH,11.15,0.0
1661/08001-020,PISTON KIT HONDA ELITE 50  0.25 TW.,11.15,0.0
1661/08002-055,PISTON KIT HONDA ELITE 50  0.50 NSU,9.94,0.0
1661/08002-012,PISTON KIT HONDA ELITE 50  0.50 REGENT/TOUGH,11.15,0.0
1661/08003-055,PISTON KIT HONDA ELITE 50  0.75 NSU,9.94,0.0
1661/08003-012,PISTON KIT HONDA ELITE 50  0.75 REGENT/TOUGH,11.15,0.0
1661/08004-055,PISTON KIT HONDA ELITE 50  1.00 NSU,9.94,0.0
1661/11002-547,PISTON KIT HONDA NC 50 EXPRESS  0.50 HIDRO-OESTE,0.0,59.89
1661/11007-012,PISTON KIT HONDA NC 50 EXPRESS  1.75 REGENT/TOUGH,11.15,0.0
1661/11007-020,PISTON KIT HONDA NC 50 EXPRESS  1.75 TW.,11.15,0.0
1663/08500-055,PISTON KIT HONDA NH100 STD PISTON 49 PERNO 14 NSU,11.44,0.0
1663/08601-022,PISTON KIT HONDA NX150 0.25 YAMASIDA,8.49,0.0
1663/08602-022,PISTON KIT HONDA NX150 0.50 YAMASIDA,8.5,0.0
1663/08603-022,PISTON KIT HONDA NX150 0.75 YAMASIDA,8.5,0.0
1663/08604-022,PISTON KIT HONDA NX150 1.00 YAMASIDA,8.5,0.0
1663/08605-022,PISTON KIT HONDA NX150 1.25 YAMASIDA,8.5,0.0
1663/08606-022,PISTON KIT HONDA NX150 1.50 YAMASIDA,8.5,0.0
1663/08600-022,PISTON KIT HONDA NX150 STD PISTON 62.50 PERNO 15 YAMASIDA,8.5,0.0
1663/08701-022,PISTON KIT HONDA STORM 0.25 YAMASIDA,7.68,0.0
1663/08702-022,PISTON KIT HONDA STORM 0.50 YAMASIDA,7.68,0.0
1663/08703-022,PISTON KIT HONDA STORM 0.75 YAMASIDA,7.68,0.0
1663/08704-022,PISTON KIT HONDA STORM 1.00 YAMASIDA,7.68,0.0
1663/08705-022,PISTON KIT HONDA STORM 1.25 YAMASIDA,7.68,0.0
1663/08700-022,PISTON KIT HONDA STORM STD PISTON 56.5 PER15 YAMASIDA,7.67,0.0
1663/05031-022,PISTON KIT HONDA TITAN 150 0.25 YAMASIDA,8.88,0.0
1663/05032-022,PISTON KIT HONDA TITAN 150 0.50 YAMASIDA,8.88,0.0
1663/05033-022,PISTON KIT HONDA TITAN 150 0.75 YAMASIDA,8.88,0.0
1663/05034-022,PISTON KIT HONDA TITAN 150 1.00 YAMASIDA,8.88,0.0
1663/05035-022,PISTON KIT HONDA TITAN 150 1.25 NSU,8.88,0.0
1663/05036-022,PISTON KIT HONDA TITAN 150 1.50 NSU,8.88,0.0
1663/05037-022,PISTON KIT HONDA TITAN 150 1.75 NSU,8.88,0.0
1663/05038-022,PISTON KIT HONDA TITAN 150 2.00 NSU,8.88,0.0
1663/05030-022,PISTON KIT HONDA TITAN 150 STD PISTON 57.3 PERNO14 YAMASIDA,8.88,0.0
1663/05051-022,PISTON KIT HONDA TITAN 2002 0.25 YAMASIDA,7.45,0.0
1663/05052-022,PISTON KIT HONDA TITAN 2002 0.50 YAMASIDA,7.45,0.0
1663/05053-022,PISTON KIT HONDA TITAN 2002 0.75 YAMASIDA,7.45,0.0
1663/05054-022,PISTON KIT HONDA TITAN 2002 1.00 YAMASIDA,7.45,0.0
1663/05055-022,PISTON KIT HONDA TITAN 2002 1.25 YAMASIDA,7.45,0.0
1664/05500-071,PISTON KIT HONDA TITAN 2002 STD IZUMI/IKT,42.02,0.0
1663/05050-022,PISTON KIT HONDA TITAN 2002 STD PISTON 56.5PERNO13 YAMASIDA,7.45,0.0
1663/08901-022,PISTON KIT HONDA WAVE 110S 50.00 MM 0.25 KWW NSU,7.07,0.0
1663/08902-022,PISTON KIT HONDA WAVE 110S 50.00 MM 0.50 KWW NSU,7.07,0.0
1663/08903-022,PISTON KIT HONDA WAVE 110S 50.00 MM 0.75 KWW NSU,7.08,0.0
1663/08904-022,PISTON KIT HONDA WAVE 110S 50.00 MM 1.00 KWW NSU,7.07,0.0
1663/08905-022,PISTON KIT HONDA WAVE 110S 50.00 MM 1.25 KWW NSU,7.08,0.0
1663/08906-022,PISTON KIT HONDA WAVE 110S 50.00 MM 1.50 KWW NSU,7.08,0.0
1663/08907-022,PISTON KIT HONDA WAVE 110S 50.00 MM 1.75 KWW NSU,7.08,0.0
1663/08908-022,PISTON KIT HONDA WAVE 110S 50.00 MM 2.00 KWW NSU,7.08,0.0
1663/08900-022,PISTON KIT HONDA WAVE 110S 50.00 MM STD PERNO13KWW NSU,7.07,0.0
1663/08800-022,PISTON KIT HONDA WAVE 52.4 MM STD PISTON52.3 PER13 YAMASIDA,8.2,0.0
1664/08801-071,"PISTON KIT HONDA WAVE 52.40MM 0.25 52,40/13MM JPN/IKT/TP",42.35,0.0
1664/08803-071,"PISTON KIT HONDA WAVE 52.40MM 0.75 52,40/13MM JPN/IKT/TP",42.35,0.0
1664/08804-071,"PISTON KIT HONDA WAVE 52.40MM 1.00 52,40/13MM JPN/IKT/TP",58.37,0.0
1664/08800-071,"PISTON KIT HONDA WAVE 52.40MM STD 52,40/13MM JPN/IKT/TP",42.35,0.0
1663/09101-022,PISTON KIT HONDA XR 125L 0.25 NSU,6.97,0.0
1663/09102-022,PISTON KIT HONDA XR 125L 0.50 NSU,6.97,0.0
1663/09103-022,PISTON KIT HONDA XR 125L 0.75 NSU,6.97,0.0
1663/09104-022,PISTON KIT HONDA XR 125L 1.00 NSU,6.97,0.0
1663/09100-022,PISTON KIT HONDA XR 125L STD PISTON 52.5 PER13 NSU,6.97,0.0
1663/05071-022,PISTON KIT HONDA XR 200 0.25 NSU,13.54,0.0
1663/05072-022,PISTON KIT HONDA XR 200 0.50 NSU,13.54,0.0
1663/05073-022,PISTON KIT HONDA XR 200 0.75 NSU,13.54,0.0
1663/05074-022,PISTON KIT HONDA XR 200 1.00 NSU,13.53,0.0
1663/05070-022,PISTON KIT HONDA XR 200 STD DIAM.65.5 P15 JAPONESA NSU,13.54,0.0
1663/05101-022,PISTON KIT HONDA XR 250 TORNADO 0.25 NSU,12.25,0.0
1663/05102-022,PISTON KIT HONDA XR 250 TORNADO 0.50 NSU,12.25,0.0
1663/05103-022,PISTON KIT HONDA XR 250 TORNADO 0.75 NSU,12.25,0.0
1663/05104-022,PISTON KIT HONDA XR 250 TORNADO 1.00 NSU,12.25,0.0
1663/05100-022,PISTON KIT HONDA XR 250 TORNADO STD PISTON73 PER17 NSU,12.25,0.0
1664/16023-071,PISTON KIT HONDA XR100 0.75 53/14MM JPN/IKT/TP,53.08,0.0
1664/16020-071,PISTON KIT HONDA XR100 STD 53/14MM JPN/IKT/TP,53.08,0.0
1661/12002-020,PISTON KIT JUKI MALANCA 50 J2L. 0.50 TW.,4.9,0.0
1661/12003-020,PISTON KIT JUKI MALANCA 50 J2L. 0.75 TW.,4.9,0.0
1661/12004-020,PISTON KIT JUKI MALANCA 50 J2L. 1.00 TW.,4.9,0.0
1661/12005-020,PISTON KIT JUKI MALANCA 50 J2L. 1.25 TW.,4.9,0.0
1661/12007-020,PISTON KIT JUKI MALANCA 50 J2L. 1.75 TW.,4.9,0.0
1661/12008-020,PISTON KIT JUKI MALANCA 50 J2L. 2.00 TW.,4.9,0.0
1661/12000-020,PISTON KIT JUKI MALANCA 50 J2L. STD PISTO38.5PER12 TW.,4.89,0.0
1664/10501-071,PISTON KIT KAWASAKI NEO MAX 0.25 53/13MM JPN/IKT/TP,39.22,0.0
1664/10500-071,PISTON KIT KAWASAKI NEO MAX STD 53/13MM JPN/IKT/TP,39.22,0.0
1661/15000-519,PISTON KIT MORINI 43.5  STD PISTON 43.50 PERNO 12 .,0.0,753.22
1661/16006-547,PISTON KIT MORINI 50  1.50 HIDRO-OESTE,0.0,753.22
1661/16001-055,PISTON KIT MORINI 50 0.25 NSU,5.21,0.0
1661/17001-519,PISTON KIT MORINI/JUKI DRIBBLING 0.25 .,0.0,753.22
1661/17001-012,PISTON KIT MORINI/JUKI DRIBBLING 0.25 REGENT/TOUGH,6.07,0.0
1661/17001-020,PISTON KIT MORINI/JUKI DRIBBLING 0.25 TW.,5.08,0.0
1663/10821-022,PISTON KIT MOTOMEL DAKAR 200 0.25 NSU,15.54,0.0
1663/10822-022,PISTON KIT MOTOMEL DAKAR 200 0.50 NSU,15.54,0.0
1663/10823-022,PISTON KIT MOTOMEL DAKAR 200 0.75 NSU,15.54,0.0
1663/10824-022,PISTON KIT MOTOMEL DAKAR 200 1.00 NSU,15.54,0.0
1663/10820-022,PISTON KIT MOTOMEL DAKAR 200 STD DIAM.69 PERNO17 NSU,15.54,0.0
1663/10881-022,PISTON KIT MOTOMEL MOTARD 200 0.25 NSU,12.08,0.0
1663/10882-022,PISTON KIT MOTOMEL MOTARD 200 0.50 NSU,12.08,0.0
1663/10883-022,PISTON KIT MOTOMEL MOTARD 200 0.75 NSU,12.09,0.0
1663/10884-022,PISTON KIT MOTOMEL MOTARD 200 1.00 NSU,12.09,0.0
1663/10885-022,PISTON KIT MOTOMEL MOTARD 200 1.25 NSU,12.08,0.0
1663/10886-022,PISTON KIT MOTOMEL MOTARD 200 1.50 NSU,12.08,0.0
1663/10880-022,PISTON KIT MOTOMEL MOTARD 200 STD DIAM.67 PERNO16 NSU,12.08,0.0
1666/00301-022,PISTON KIT MOTOMEL SR 200R 0.25 TEFLON NSU,30.63,0.0
1666/00051-022,PISTON KIT PULSAR/ROUSER 135 0.25 TEFLON NSU,8.88,0.0
1666/00052-022,PISTON KIT PULSAR/ROUSER 135 0.50 TEFLON NSU,8.88,0.0
1666/00053-022,PISTON KIT PULSAR/ROUSER 135 0.75 TEFLON NSU,8.88,0.0
1666/00054-022,PISTON KIT PULSAR/ROUSER 135 1.00 TEFLON NSU,8.88,0.0
1666/00050-022,PISTON KIT PULSAR/ROUSER 135 STD TEFLON P54 P14 NSU,8.88,0.0
1666/00061-022,PISTON KIT PULSAR/ROUSER NS200 0.25 TEFLON NSU,12.14,0.0
1666/00062-022,PISTON KIT PULSAR/ROUSER NS200 0.50 TEFLON NSU,12.14,0.0
1666/00063-022,PISTON KIT PULSAR/ROUSER NS200 0.75 TEFLON NSU,12.14,0.0
1666/00064-022,PISTON KIT PULSAR/ROUSER NS200 1.00 TEFLON NSU,12.14,0.0
1666/00060-022,PISTON KIT PULSAR/ROUSER NS200 STD TEFLON P72 P17 NSU,12.14,0.0
1663/10901-022,PISTON KIT SCOOTER 150 CC 0.25 NSU,6.39,0.0
1663/10902-022,PISTON KIT SCOOTER 150 CC 0.50 NSU,6.39,0.0
1663/10903-022,PISTON KIT SCOOTER 150 CC 0.75 NSU,6.39,0.0
1663/10904-022,PISTON KIT SCOOTER 150 CC 1.00 NSU,6.39,0.0
1663/10900-022,PISTON KIT SCOOTER 150 CC STD 57.4MM P15 NSU,6.39,0.0
1661/18001-012,PISTON KIT SUZUKI  AE50-ADRESS  0.25 REGENT/TOUGH,9.06,0.0
1661/19007-012,PISTON KIT SUZUKI  FZ 50 CC Y RB 50CC  1.75 REGENT/TOUGH,9.06,0.0
1661/19007-020,PISTON KIT SUZUKI  FZ 50 CC Y RB 50CC  1.75 TW.,9.06,0.0
1661/19008-012,PISTON KIT SUZUKI  FZ 50 CC Y RB 50CC  2.00 REGENT/TOUGH,9.07,0.0
1661/19008-020,PISTON KIT SUZUKI  FZ 50 CC Y RB 50CC  2.00 TW.,9.06,0.0
1661/19000-012,PISTON KIT SUZUKI  FZ 50 CC Y RB 50CC  STD P41 P12 REGENT/TOUGH,9.06,0.0
1661/19000-020,PISTON KIT SUZUKI  FZ 50 CC Y RB 50CC  STD P41 P12 TW.,9.06,0.0
1663/11001-020,PISTON KIT SUZUKI AT 100  0.25 TW.,8.1,0.0
